u algo SAMPLE-sum SAMPLE-min SAMPLE-max SAMPLE-mean SAMPLE-var SAMPLE-std volume_success-sum volume_success-min volume_success-max volume_success-mean volume_success-var volume_success-std throughput_success-sum throughput_success-min throughput_success-max throughput_success-mean throughput_success-var throughput_success-std ttc_for_successful_tx-sum ttc_for_successful_tx-min ttc_for_successful_tx-max ttc_for_successful_tx-mean ttc_for_successful_tx-var ttc_for_successful_tx-std volume_for_successful_tx-sum volume_for_successful_tx-min volume_for_successful_tx-max volume_for_successful_tx-mean volume_for_successful_tx-var volume_for_successful_tx-std runtime-sum runtime-min runtime-max runtime-mean runtime-var runtime-std count_success-sum count_success-min count_success-max count_success-mean count_success-var count_success-std 
20 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 14507180.884561002 1359116.419554 1494509.325388 1450718.0884561003 2671421004.6568513 51685.791129253805 693.1679935996893 64.78682074425289 71.63347054710655 69.31679935996894 6.421227792017921 2.5340141657097974 3.7048812998470635 0.3673551436281472 0.3738743626643885 0.37048812998470637 4.238607140334046e-06 0.0020587877841909898 374.78633849372306 35.09389639418509 38.64577279137361 37.47863384937231 1.709315668646968 1.3074079962456127 209296.237959 20781.62921 21068.706179 20929.6237959 6666.660928785988 81.64962295556538 387070 38572 38865 38707.0 6644.666666666666 81.5148248275531 
20 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 15124625.668746002 1415721.185366 1572261.367026 1512462.5668746002 2194200854.8698688 46842.29771125525 685.204552979622 64.01448485652517 70.85248670026024 68.5204552979622 4.740198678709409 2.1771997333063884 4.11063682363051 0.4075680037319195 0.4152056138346329 0.411063682363051 5.693289025004629e-06 0.002386061404282092 389.3234680912969 36.43507271376364 40.46067492797035 38.93234680912969 1.4309191180361973 1.1962103151353434 220738.728921 21921.191101 22234.304093 22073.8728921 8724.219103562287 93.40352832501718 388483 38712 39005 38848.3 6357.344444444445 79.73295707826497 
25 retry-02-amp-2 10 1 1 1.0 0.0 0.0 11730499.863087 1126023.464787 1215416.618884 1173049.9863087002 806283514.6298419 28395.13188259287 445.5598869554187 42.55416671465123 46.132189017450656 44.55598869554187 1.3973644354679335 1.1821017026753382 5.770791871273011 0.570099293726977 0.5848129027710126 0.5770791871273011 1.8018791527407158e-05 0.004244854712167091 316.21973549396347 30.333984412404643 32.70941974498089 31.621973549396348 0.5599897463986351 0.7483246263478405 263295.016136 26088.246365 26695.127406 26329.5016136 31863.997000386502 178.50489349142924 370958 36894 37228 37095.8 15677.733333333334 125.21075566153786 
25 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 15538858.746256001 1459629.739179 1608277.864335 1553885.8746256002 2701256103.9934564 51973.60968793159 749.7578762686435 70.29696648082015 77.76100161506172 74.97578762686435 6.791337887722078 2.606019548607047 3.5854768423837218 0.3555570116338795 0.3616114345945946 0.3585476842383722 3.7696233811625984e-06 0.0019415517971876513 398.91200813262844 37.4600215367381 41.28447130955437 39.89120081326285 1.6809771700981322 1.2965250364332084 207261.629289 20588.685467 20854.307409 20726.1629289 5993.713695960365 77.41907837193855 389521 38814 39139 38952.1 10759.211111111112 103.72661717761315 
25 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 16574385.287219001 1557494.885862 1745897.426458 1657438.5287219002 4046324218.8980618 63610.72408720138 740.6492482898265 69.35051967472056 77.97725674424619 74.06492482898265 8.695081795890875 2.94874240921293 4.1397486932642895 0.41038507907617006 0.4185330869854427 0.41397486932642896 6.262628964816828e-06 0.0025025245183248114 423.1436897633094 39.90916019735561 44.30761918734139 42.31436897633094 2.4356393751525975 1.5606535089995466 223795.30960699997 22242.990474 22559.742627 22379.530960699998 9318.472107435184 96.53223351521078 391678 39026 39404 39167.8 13208.399999999996 114.92780342458475 
30 retry-02-amp-2 10 1 1 1.0 0.0 0.0 11977624.143723 1133885.918355 1244033.4193 1197762.4143723 1373186278.6844165 37056.52815206002 444.93557897669245 42.06469336365761 46.48861863507455 44.49355789766925 2.3161638054549116 1.5218948076180927 5.819919072427767 0.5750829426931782 0.5886503946727302 0.5819919072427767 1.7696964024735935e-05 0.004206775965598351 322.84563401408957 30.559667915992883 33.52105570435439 32.28456340140896 0.9445010796022464 0.971854453919025 269230.27639400004 26654.499092 27222.871666 26923.027639400007 33535.989924959096 183.12834276801365 370994 36942 37232 37099.4 7502.044444444445 86.61434317966305 
30 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 16296576.54235 1493754.754312 1729303.514588 1629657.654235 4776670652.526277 69113.46216567564 792.2684415057082 72.50249074516344 83.96454945385882 79.22684415057083 12.10527111653033 3.479263013416826 3.4897480070786324 0.3459127785603103 0.35195543901750426 0.34897480070786324 3.6352495061744407e-06 0.0019066330287117238 416.38031939522244 38.38210479243538 43.92105032860082 41.63803193952225 2.75773757690196 1.6606437236511509 205708.497394 20452.956767 20667.040738 20570.8497394 4755.002544416261 68.95652648166279 391352 38918 39373 39135.200000000004 20015.51111111111 141.47618566780457 
30 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 17528949.458267998 1634420.998234 1801440.474044 1752894.9458267998 3180331510.067493 56394.428005499736 774.0135265632848 72.06446515381252 79.55132962852116 77.40135265632848 6.726866607304923 2.593620366843406 4.1671015358514145 0.41257835141581245 0.4208663376831502 0.41671015358514146 5.490461374904662e-06 0.0023431733557090183 445.1999783816732 41.53864330785066 45.72613210080891 44.51999783816732 1.9408426566083783 1.3931412909710121 226479.144092 22485.06972 22804.695637 22647.914409200002 8675.791075289853 93.1439266688379 393723 39250 39557 39372.3 9429.344444444445 97.10481164414277 
40 retry-02-amp-2 10 1 1 1.0 0.0 0.0 12101820.048941 1154549.875392 1258732.781883 1210182.0048941 1116557443.7069378 33414.92845581055 433.2297985618793 41.22961172462938 45.080092039612744 43.322979856187935 1.308548184776165 1.1439179099813785 5.8880731994397575 0.5819406547264758 0.5968994694093399 0.5888073199439757 2.0875946832989192e-05 0.0045690203362415876 326.8553921149979 31.207424461887772 33.79692787785952 32.685539211499794 0.7844948492085136 0.8857171383734841 279337.321645 27626.188786 28346.243618 27933.732164500005 36714.832463408515 191.6111491104015 370247 36874 37244 37024.700000000004 13194.455555555554 114.86712129915834 
40 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 17200435.89709 1597882.722124 1782887.176992 1720043.589709 4332416018.166989 65821.09098280725 847.0919895289298 78.54016831371621 88.11348511376933 84.70919895289299 11.14152946872699 3.3378929684348764 3.3425386794416103 0.33146553909862303 0.33723288205937774 0.33425386794416106 3.031545509588484e-06 0.001741133397987783 437.1942338801371 40.66066268318998 45.36954925292007 43.719423388013716 2.6113348904556113 1.6159625275530405 203062.349359 20181.938881 20419.596017 20306.234935900004 5079.156212554957 71.2681991673352 393411 39193 39508 39341.100000000006 10393.877777777776 101.95036918902146 
40 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 19154832.458588 1750968.611467 1979124.480124 1915483.2458588001 4998236767.810073 70698.2090848847 827.5625135416383 75.64550564599989 85.94362725722122 82.75625135416384 9.77821397010109 3.127013586491285 4.225183742866831 0.4187379630924826 0.4272897671689255 0.4225183742866831 6.422760966873366e-06 0.0025343166666526437 482.7064891652852 44.40138484764803 49.94131772499937 48.27064891652852 2.9056613187102878 1.7046000465535274 231469.49622499998 22980.73751 23342.245732 23146.9496225 9875.41231220015 99.37510911792826 396801 39435 39846 39680.100000000006 14550.322222222218 120.62471646483658 
50 retry-02-amp-2 10 1 1 1.0 0.0 0.0 12181744.295995 1161948.791388 1259474.011745 1218174.4295995 914005875.4198189 30232.53008631297 423.2274434038328 40.38252447588813 44.0800547745912 42.32274434038328 1.2346244103314012 1.1111365399137054 5.9370665622777254 0.5881727204338792 0.6022232115787469 0.5937066562277725 2.3069238456351262e-05 0.004803044706886587 329.5432471871801 31.419306456870906 33.988396258230786 32.95432471871801 0.635044209385606 0.7968966114783059 287848.106874 28394.433357 29213.45676 28784.8106874 56354.2583447732 237.39051864969923 369652 36757 37087 36965.200000000004 13183.511111111115 114.81947182908966 
50 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 17683965.502104003 1662813.164998 1830413.022283 1768396.5502104005 3198560475.3435636 56555.81734307766 878.2080914355735 82.39223648879354 90.84390791864338 87.82080914355736 8.144157599898694 2.853797049528697 3.237226628135762 0.32122680914674384 0.32627634107877496 0.3237226628135762 2.5551692344895983e-06 0.0015984896729380512 448.31506874373156 42.165922784277925 46.20249770548641 44.83150687437316 1.943824602450885 1.3942111039763256 201368.53361699998 20013.241766 20243.139918 20136.8533617 4768.047206681243 69.0510478318848 394445 39355 39637 39444.5 8962.055555555555 94.6681337914483 
50 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 20380957.153411 1883896.62155 2141656.561157 2038095.7153411002 6536313392.858455 80847.46992243142 864.4570133999094 79.77918176606052 91.30161422749454 86.44570133999095 12.68416649100345 3.5614837485244055 4.277449099717545 0.4239491991486165 0.4327096983919925 0.4277449099717545 7.45100990393874e-06 0.0027296538066096843 510.7016209198416 47.3174416423871 53.643336368024244 51.070162091984166 3.7467883556814248 1.9356622524814149 235781.229032 23422.146536 23778.707637 23578.1229032 10461.26437919104 102.28032254148908 399054 39751 40153 39905.4 11523.822222222223 107.34906716978132 
75 retry-02-amp-2 10 1 1 1.0 0.0 0.0 11798377.169927001 1080116.596302 1286606.68644 1179837.7169927002 3223543695.969036 56776.25996813313 387.5825885351686 35.50948588582124 42.34794458045705 38.758258853516864 3.8600567002638444 1.9647027002230757 6.019009668103505 0.5963281051272292 0.610210877965266 0.6019009668103505 1.562174661858495e-05 0.003952435529971988 321.0159267042121 29.47192546323229 34.70281015347269 32.10159267042121 2.0783137747264124 1.4416357982258947 304449.368146 30186.42309 30869.942413 30444.936814600005 39295.69441317271 198.2314163122806 367488 36506 37075 36748.8 30275.288888888892 173.997956565268 
75 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 17958235.753425 1683668.911174 1915191.352401 1795823.5753425 4499430504.579093 67077.79442243978 897.1919803553532 83.92396666069516 95.54597566634013 89.71919803553533 12.070092039424877 3.474203799350993 3.0697010861101144 0.3043078435116432 0.30916470565692966 0.3069701086110115 2.2922820959257312e-06 0.001514028432997786 454.25605703899845 42.800063835833036 48.13368901960341 45.42560570389985 2.5722473076089964 1.6038227170136343 200171.05581600004 19890.933606 20087.142431 20017.105581600004 4234.056145382947 65.06962536685567 395309 39338 39789 39530.9 18369.211111111108 135.53306279690986 
75 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 22229993.262201004 2072505.111423 2327923.274971 2222999.3262201003 7810394457.599438 88376.43609921956 906.5618284669222 84.3706518286524 95.34216032660063 90.65618284669222 14.176019852723162 3.765105556650857 4.392531535221574 0.4355056781837602 0.4433628877693535 0.4392531535221574 6.944666183029764e-06 0.002635273455076297 552.8344434560804 51.63191607929746 57.924389135609246 55.283444345608046 4.384786912794519 2.0939882790489825 245229.841792 24357.086992 24667.020344 24522.9841792 9491.802587473985 97.42588253371886 402084 40003 40432 40208.4 15420.044444444444 124.1774715656767 
100 retry-02-amp-2 10 1 1 1.0 0.0 0.0 11487128.794521999 1046113.313256 1178994.817636 1148712.8794522 1733956726.652349 41640.80602788986 361.7979875837566 32.5950537346295 37.52608151746295 36.17979875837566 2.183013939680096 1.4775026022583162 6.062735256066553 0.598745041996614 0.6153139072681704 0.6062735256066554 2.4162983154108045e-05 0.004915585738659031 314.23877504049295 28.819342495826334 32.34287486999698 31.423877504049297 1.1712487649371353 1.0822424704922347 317566.13765399996 31229.85981 32137.119378 31756.613765399998 82796.56478863726 287.74392224447985 365534 36299 36680 36553.4 21702.93333333333 147.3191546722059 
100 redundancy-02-amp-2 10 1 1 1.0 0.0 0.0 18061409.402158998 1688722.251476 1884737.66744 1806140.9402158998 3215465716.591374 56705.07663861653 878.0784431567317 81.95126715744058 91.99889890643253 87.80784431567318 8.256731346227326 2.873452861319866 3.014100356469785 0.29865220342628673 0.30384914745715513 0.3014100356469785 2.2889567881429897e-06 0.0015129298688779298 456.52270432453696 42.6897783375297 47.655760384333355 45.6522704324537 1.9971282935298882 1.4131978960959035 205701.555053 20422.533979 20664.776919 20570.1555053 5193.727637186464 72.06752137534954 395626 39465 39726 39562.600000000006 7660.933333333334 87.5267578134443 
100 redundantretry-02-amp-2-10 10 1 1 1.0 0.0 0.0 23227811.863950003 2169335.190955 2411412.448405 2322781.186395 5640171850.580324 75101.07755938209 916.2418681119053 85.32876916883681 95.27640868662277 91.62418681119054 9.51349042338653 3.0843946607700077 4.499371701240879 0.44580996777551934 0.45465727732240435 0.4499371701240879 6.57735555293458e-06 0.0025646355594771317 575.4152273072145 53.820308903044136 59.41195546479255 57.541522730721454 3.1211415646616385 1.766675285575037 253523.78384000002 25211.029507 25546.539734 25352.378384000003 9804.606619182417 99.0182135729706 403653 40242 40588 40365.3 12888.011111111111 113.52537650724226 
